"sarga","sloka_number","meaning","rephrase_meaning","rephrase_meaningKn"
"7","19","From the immaculate mind of Lord Vedavyasa, the adversary of the Asuras moved with mercy for the meritorious, manifested the three sacred shrutis like the lovely (goddess) Mahalakshmi, beloved of the Lord Narayana appearing in the milky ocean (when) churned with the Mandara mountain.","From the pure mind of Lord Vedavyasa the enemy of the demons moved with compassion for the virtuous manifested the three sacred Vedas like the beautiful goddess Mahalakshmi beloved of the Lord Narayana appearing in the ocean of milk when churned with the Mandara mountain.","ಸದ್ಗುಣಿಗಳ ಮೇಲೆ ಕರುಣೆಯಿಂದ ಚಲಿಸಿದ ರಾಕ್ಷಸರ ಶತ್ರು ಭಗವಂತ ವೇದವ್ಯಾಸರ ಶುದ್ಧ ಮನಸ್ಸಿನಿಂದ, ಮೂರು ಪವಿತ್ರ ವೇದಗಳು ಪ್ರಕಟವಾದವು, ಮಂದರ ಪರ್ವತದಿಂದ ಮಥನ ಮಾಡಿದಾಗ ಹಾಲಿನ ಸಮುದ್ರದಲ್ಲಿ ಕಾಣಿಸಿಕೊಂಡ ಭಗವಂತ ನಾರಾಯಣನ ಪ್ರಿಯ ಸುಂದರ ದೇವಿ ಮಹಾಲಕ್ಷ್ಮಿಯಂತೆ."
"7","20","Lord Vedavyasa brought out in succession the splendid creations like the wish-fulfilling Mahabharata, the charming eighteen Puranas and the unexcelled sacred Brahmasutras leading to salvation like Kalpa Vriksha, the moon, and the nectar emerging from the milky main.","Lord Vedavyasa brought forth in succession the magnificent creations like the wish-granting Mahabharata the delightful eighteen Puranas and the unparalleled sacred Brahma-sutras leading to liberation like Kalpa-vriksha the moon and the nectar emerging from the milky ocean.","ಭಗವಂತ ವೇದವ್ಯಾಸರು ಅನುಕ್ರಮವಾಗಿ ಆಸೆ ನೆರವೇರಿಸುವ ಮಹಾಭಾರತ, ಮನೋಹರ ಹದಿನೆಂಟು ಪುರಾಣಗಳು ಮತ್ತು ಮೋಕ್ಷಕ್ಕೆ ಕರೆದೊಯ್ಯುವ ಅಪ್ರತಿಮ ಪವಿತ್ರ ಬ್ರಹ್ಮಸೂತ್ರಗಳಂತಹ ಭವ್ಯವಾದ ಸೃಷ್ಟಿಗಳನ್ನು ತಂದರು, ಹಾಲಿನ ಸಮುದ್ರದಿಂದ ಹೊರಹೊಮ್ಮುವ ಕಲ್ಪವೃಕ್ಷ, ಚಂದ್ರ ಮತ್ತು ಅಮೃತದಂತೆ."
"7","21","Lord Vedavyasa speaking sweetly and charmingly strolled on the earth for long, showering unimpeded super-abundant bliss on the (virtuous) like the sons of Panduraja and safeguarded the supreme knowledge and its sagacious knowers.","Lord Vedavyasa speaking pleasantly and charmingly wandered on the earth for long showering unlimited super-abundant joy on the virtuous like the sons of King Pandu and protected the supreme knowledge and its wise knowers.","ಸಹೃದಯವಾಗಿ ಮತ್ತು ಮನಮೋಹಕವಾಗಿ ಮಾತನಾಡುತ್ತಿದ್ದ ಭಗವಂತ ವೇದವ್ಯಾಸರು ದೀರ್ಘಕಾಲ ಭೂಮಿಯ ಮೇಲೆ ಸಂಚರಿಸಿದರು, ರಾಜ ಪಾಂಡುವಿನ ಪುತ್ರರಂತಹ ಸದ್ಗುಣಿಗಳ ಮೇಲೆ ಅಪರಿಮಿತ ಅತಿ ಸಮೃದ್ಧ ಆನಂದವನ್ನು ವರ್ಷಿಸಿದರು ಮತ್ತು ಪರಮ ಜ್ಞಾನ ಮತ್ತು ಅದರ ಜ್ಞಾನಿಗಳನ್ನು ರಕ್ಷಿಸಿದರು."
"7","22","Lord Vedavyasa enriching the supreme glories of life, (abides being invisible) to give scope for the spread of the Kali influence like the sun receding from the sky to make room for the night.","Lord Vedavyasa enriching the supreme glories of life abides being invisible to give opportunity for the spread of the Kali influence like the sun retreating from the sky to make space for the night.","ಜೀವನದ ಪರಮ ವೈಭವಗಳನ್ನು ಸಮೃದ್ಧಗೊಳಿಸುತ್ತಿರುವ ಭಗವಂತ ವೇದವ್ಯಾಸರು, ಕಳಿಯುಗದ ಪ್ರಭಾವದ ಹರಡುವಿಕೆಗೆ ಅವಕಾಶ ನೀಡಲು ಅದೃಶ್ಯರಾಗಿರುತ್ತಾರೆ, ರಾತ್ರಿಗೆ ಸ್ಥಳಾವಕಾಶ ಮಾಡಲು ಆಕಾಶದಿಂದ ಹಿಂದೆ ಸರಿಯುತ್ತಿರುವ ಸೂರ್ಯನಂತೆ."
"7","23","I am fortunate enough to directly discern the famous form of Lord Vedavyasa, being seated on a deer-skinned pedestal, having the lustre of the charming full-blown lotus that is a feast for my eyes and mind engaged in meditation.","I am blessed enough to directly observe the renowned form of Lord Vedavyasa seated on a deer-skin platform having the brilliance of the charming fully bloomed lotus that is a feast for my eyes and mind engaged in meditation.","ನಾನು ಧ್ಯಾನದಲ್ಲಿ ತೊಡಗಿರುವ ನನ್ನ ಕಣ್ಣುಗಳು ಮತ್ತು ಮನಸ್ಸಿಗೆ ಔತಣವಾಗಿರುವ ಮನಮೋಹಕ ಸಂಪೂರ್ಣವಾಗಿ ಅರಳಿದ ಕಮಲದ ಪ್ರಕಾಶವನ್ನು ಹೊಂದಿದ್ದು, ಜಿಂಕೆ-ಚರ್ಮದ ವೇದಿಕೆಯ ಮೇಲೆ ಕುಳಿತಿರುವ ಭಗವಂತ ವೇದವ್ಯಾಸರ ಪ್ರಸಿದ್ಧ ರೂಪವನ್ನು ನೇರವಾಗಿ ಗಮನಿಸುವಷ್ಟು ಆಶೀರ್ವದಿತನಾಗಿದ್ದೇನೆ."
"7","24","His celestial form of the nature of sheer knowledge and bliss is replete with innate, infinite auspicious attributes, every quality in turn being full and boundless (so he is not a certain Rishi but an incarnation of Lord Narayana).","His divine form of the nature of pure knowledge and bliss is filled with inherent endless auspicious qualities every quality in turn being complete and limitless so he is not a certain sage but an incarnation of Lord Narayana.","ಅವರ ದಿವ್ಯ ರೂಪವು ಶುದ್ಧ ಜ್ಞಾನ ಮತ್ತು ಆನಂದದ ಸ್ವಭಾವದಿಂದ ಕೂಡಿದೆ, ಅಂತರ್ಗತ ಅಂತ್ಯವಿಲ್ಲದ ಮಂಗಳ ಗುಣಗಳಿಂದ ತುಂಬಿದೆ, ಪ್ರತಿ ಗುಣವು ಮತ್ತೆ ಸಂಪೂರ್ಣ ಮತ್ತು ಅಪರಿಮಿತವಾಗಿದೆ, ಆದ್ದರಿಂದ ಅವರು ಒಬ್ಬ ನಿರ್ದಿಷ್ಟ ಋಷಿಯಲ್ಲ ಆದರೆ ಭಗವಂತ ನಾರಾಯಣನ ಅವತಾರರಾಗಿದ್ದಾರೆ."
"7","25","I bear on my pate with intense pleasure, again and again the dust of the feet of Lord Vedavyasa, borne with great devotion on their heads by the celestials like Goddess Mahalakshmi and Chaturmukha Brahma and Gods like Mukhyaprana, Garuda, Shesha and Devendra and others. (He is none else than Lord Narayana.)","I bear on my head with tremendous pleasure repeatedly the dust of the feet of Lord Vedavyasa borne with great devotion on their heads by the celestials like Goddess Mahalakshmi and four-faced Brahma and gods like Mukhyaprana Garuda Shesha and Devendra and others. He is none other than Lord Narayana.","ನಾನು ಅಪಾರ ಸಂತೋಷದಿಂದ ಪದೇ ಪದೇ ನನ್ನ ತಲೆಯ ಮೇಲೆ ಭಗವಂತ ವೇದವ್ಯಾಸರ ಪಾದಗಳ ಧೂಳನ್ನು ಧರಿಸುತ್ತೇನೆ, ದೇವಿ ಮಹಾಲಕ್ಷ್ಮಿ ಮತ್ತು ನಾಲ್ಕು ಮುಖಗಳನ್ನು ಹೊಂದಿದ ಬ್ರಹ್ಮ ಮತ್ತು ಮುಖ್ಯಪ್ರಾಣ ಗರುಡ ಶೇಷ ಮತ್ತು ದೇವೇಂದ್ರ ಮತ್ತು ಇತರರಂತಹ ದೇವತೆಗಳು ಮಹಾ ಭಕ್ತಿಯಿಂದ ತಮ್ಮ ತಲೆಗಳ ಮೇಲೆ ಧರಿಸಿದ್ದಾರೆ. ಅವರು ಭಗವಂತ ನಾರಾಯಣನೇ ಆಗಿದ್ದಾರೆ."
"7","26","I bow to the feet of Lord Vedavyasa bearing the excellent marks of banner, thunderbolt, goad and lotus, though ruddy by nature appearing more red as if smeared (coloured) by the intense love in the minds of his devotees.","I bow to the feet of Lord Vedavyasa bearing the perfect marks of banner thunderbolt goad and lotus though red by nature appearing more crimson as if colored by the intense love in the minds of his devotees.","ನಾನು ಧ್ವಜ ವಜ್ರಾಯುಧ ಅಂಕುಶ ಮತ್ತು ಕಮಲದ ಪರಿಪೂರ್ಣ ಚಿಹ್ನೆಗಳನ್ನು ಹೊಂದಿದ ಭಗವಂತ ವೇದವ್ಯಾಸರ ಪಾದಗಳಿಗೆ ನಮಸ್ಕರಿಸುತ್ತೇನೆ, ಅವು ಸ್ವಭಾವತಃ ಕೆಂಪಾಗಿದ್ದರೂ ತನ್ನ ಭಕ್ತರ ಮನಸ್ಸಿನಲ್ಲಿನ ತೀವ್ರ ಪ್ರೀತಿಯಿಂದ ಬಣ್ಣವನ್ನು ಹಚ್ಚಿದಂತೆ ಹೆಚ್ಚು ಕಡುಗೆಂಪು ಬಣ್ಣದಲ್ಲಿ ಕಾಣಿಸಿಕೊಳ್ಳುತ್ತವೆ."
"7","27","The scintillating nails, in the feet of Lord Vedavyasa surpass in shine the early rising Sun resorting the sky and unlike him dispels not only the outer darkness but also the inner ignorance.","The sparkling nails in the feet of Lord Vedavyasa surpass in brightness the early rising sun entering the sky and unlike him dispels not only the outer darkness but also the inner ignorance.","ಭಗವಂತ ವೇದವ್ಯಾಸರ ಪಾದಗಳಲ್ಲಿನ ಹೊಳೆಯುವ ಉಗುರುಗಳು ಆಕಾಶಕ್ಕೆ ಪ್ರವೇಶಿಸುತ್ತಿರುವ ಬೆಳಗಿನ ಉದಯಿಸುವ ಸೂರ್ಯನನ್ನು ಪ್ರಕಾಶದಲ್ಲಿ ಮೀರಿಸುತ್ತವೆ ಮತ್ತು ಅವನಿಗಿಂತ ಭಿನ್ನವಾಗಿ ಕೇವಲ ಹೊರಗಿನ ಕತ್ತಲೆಯನ್ನು ಮಾತ್ರವಲ್ಲದೆ ಅಂತರಂಗದ ಅಜ್ಞಾನವನ್ನೂ ನಿವಾರಿಸುತ್ತವೆ."
"7","28","Even the best of bards, to our surprise fail to find a suitable analogy to the excellence of his feet with its fine, soft, lovely toes and concealed ankles.","Even the best of poets to our astonishment fail to find a suitable comparison to the excellence of his feet with its delicate smooth lovely toes and concealed ankles.","ನಮ್ಮ ವಿಸ್ಮಯಕ್ಕೆ ಅತ್ಯುತ್ತಮ ಕವಿಗಳು ಸಹ ಅವರ ಪಾದಗಳ ಶ್ರೇಷ್ಠತೆಗೆ ಸೂಕ್ತವಾದ ಹೋಲಿಕೆಯನ್ನು ಕಂಡುಹಿಡಿಯಲು ವಿಫಲರಾಗುತ್ತಾರೆ, ಅದರ ಸೂಕ್ಷ್ಮ ನಯವಾದ ಸುಂದರವಾದ ಕಾಲ್ಬೆರಳುಗಳು ಮತ್ತು ಮರೆಮಾಚಿದ ಕಣಕಾಲುಗಳೊಂದಿಗೆ."
"7","29","If contemplation on the two best knees of Lord Vedavyasa, pure and glowing, circular in shape, growing stouter in size from the feet upwards here on earth can bestow gradually on its earnest seekers purity of mind and heart, exemplary conduct and spiritual eminence of the Sahabhoga type, then who can even imagine the glory and grandeur in Vaikunta, the land of eternal bliss (The permanent abode of the released souls).","If meditation on the two best knees of Lord Vedavyasa pure and glowing circular in shape growing thicker in size from the feet upwards here on earth can bestow gradually on its sincere seekers purity of mind and heart exemplary conduct and spiritual excellence of the Sahabhoga type then who can even imagine the glory and grandeur in Vaikunta the land of eternal bliss the permanent residence of the liberated souls.","ಭಗವಂತ ವೇದವ್ಯಾಸರ ಶುದ್ಧ ಮತ್ತು ಹೊಳೆಯುತ್ತಿರುವ ವೃತ್ತಾಕಾರದ ಆಕಾರದಲ್ಲಿರುವ ಎರಡು ಉತ್ತಮ ಮೊಣಕಾಲುಗಳ ಮೇಲೆ ಧ್ಯಾನವು, ಪಾದಗಳಿಂದ ಮೇಲ್ಮುಖವಾಗಿ ಗಾತ್ರದಲ್ಲಿ ದಪ್ಪವಾಗುತ್ತಿರುವ, ಭೂಮಿಯ ಮೇಲೆ ಇಲ್ಲಿ ಅದರ ಪ್ರಾಮಾಣಿಕ ಅನ್ವೇಷಕರಿಗೆ ಕ್ರಮೇಣ ಮನಸ್ಸು ಮತ್ತು ಹೃದಯದ ಶುದ್ಧತೆ, ಅನುಕರಣೀಯ ನಡವಳಿಕೆ ಮತ್ತು ಸಹಭೋಗ ಪ್ರಕಾರದ ಆಧ್ಯಾತ್ಮಿಕ ಶ್ರೇಷ್ಠತೆಯನ್ನು ದಯಪಾಲಿಸಬಲ್ಲದಾದರೆ, ಮುಕ್ತ ಆತ್ಮಗಳ ಶಾಶ್ವತ ನಿವಾಸವಾದ ಶಾಶ್ವತ ಆನಂದದ ಭೂಮಿಯಾದ ವೈಕುಂಠದಲ್ಲಿನ ವೈಭವ ಮತ್ತು ಭವ್ಯತೆಯನ್ನು ಯಾರು ಕಲ್ಪಿಸಿಕೊಳ್ಳಬಹುದು."
"7","30","Greatly blessed is the excellent waist-band that always enjoys his vicinity being tied round the waist to maintain the yogic posture in meditation, of Lord Vedavyasa who yields the desired fruits to his earnest adherents even when approached once.","Greatly fortunate is the excellent waist-band that always enjoys his closeness being tied around the waist to maintain the yogic posture in meditation of Lord Vedavyasa who yields the desired results to his sincere followers even when approached once.","ಭಗವಂತ ವೇದವ್ಯಾಸರ ಧ್ಯಾನದಲ್ಲಿ ಯೋಗಿಕ ಭಂಗಿಯನ್ನು ಕಾಯ್ದುಕೊಳ್ಳಲು ಸೊಂಟದ ಸುತ್ತಲೂ ಕಟ್ಟಲ್ಪಟ್ಟು, ಅವರ ನಿಕಟತೆಯನ್ನು ಯಾವಾಗಲೂ ಆನಂದಿಸುತ್ತಿರುವ ಉತ್ತಮ ಸೊಂಟದ ಪಟ್ಟಿ ಬಹಳ ಅದೃಷ್ಟವಂತವಾಗಿದೆ, ಅವರು ತಮ್ಮ ಪ್ರಾಮಾಣಿಕ ಅನುಯಾಯಿಗಳಿಗೆ ಒಮ್ಮೆ ಸಮೀಪಿಸಿದಾಗಲೇ ಬಯಸಿದ ಫಲಿತಾಂಶಗಳನ್ನು ನೀಡುತ್ತಾರೆ."
"7","31","The contact of the charming and exquisite deer-skin with the excellent waist of Lord Vedavyasa enhanced its (deer-skin’s) delightful lustre to astonishing brightness.","The contact of the charming and refined deer-skin with the excellent waist of Lord Vedavyasa enhanced its brilliance to remarkable brightness.","ಮನಮೋಹಕ ಮತ್ತು ಪರಿಷ್ಕೃತ ಜಿಂಕೆ-ಚರ್ಮದ ಸಂಪರ್ಕವು ಭಗವಂತ ವೇದವ್ಯಾಸರ ಉತ್ತಮ ಸೊಂಟದೊಂದಿಗೆ ಅದರ ಪ್ರಕಾಶವನ್ನು ಗಮನಾರ್ಹ ಹೊಳಪಿಗೆ ಹೆಚ್ಚಿಸಿತು."
"7","32","Lord Vedavyasa bears the entire cosmos in his soft, slender betwitching belly with its charming three hair-lines embellished with a delicate, tiny, deep and lovely lotus-navel.","Lord Vedavyasa bears the entire cosmos in his soft slender captivating belly with its charming three hair-lines decorated with a delicate tiny deep and lovely lotus-navel.","ಭಗವಂತ ವೇದವ್ಯಾಸರು ತಮ್ಮ ಮೃದುವಾದ ತೆಳ್ಳಗಿನ ಮನಮೋಹಕ ಹೊಟ್ಟೆಯಲ್ಲಿ ಸಂಪೂರ್ಣ ಬ್ರಹ್ಮಾಂಡವನ್ನು ಧರಿಸುತ್ತಾರೆ, ಅದರ ಮನಮೋಹಕ ಮೂರು ಕೂದಲು-ರೇಖೆಗಳೊಂದಿಗೆ ಸೂಕ್ಷ್ಮ ಸಣ್ಣ ಆಳವಾದ ಮತ್ತು ಸುಂದರವಾದ ಕಮಲ-ನಾಭಿಯಿಂದ ಅಲಂಕೃತವಾಗಿದೆ."
"7","33","Vedavyasa the doyen of the Vashista dynasty bears the exquisite Brahmasutras that settle the meaning of the three Vedas in his heart and the sacred thread (containing the three strings) on the heart (body) and blesses the upright with prosperity.","Vedavyasa the leader of the Vashishta dynasty bears the refined Brahma-sutras that settle the meaning of the three Vedas in his heart and the sacred thread containing the three strings on the heart and blesses the upright with prosperity.","ವಸಿಷ್ಠ ವಂಶದ ನಾಯಕ ವೇದವ್ಯಾಸರು ಮೂರು ವೇದಗಳ ಅರ್ಥವನ್ನು ನಿರ್ಧರಿಸುವ ಪರಿಷ್ಕೃತ ಬ್ರಹ್ಮಸೂತ್ರಗಳನ್ನು ತಮ್ಮ ಹೃದಯದಲ್ಲಿ ಮತ್ತು ಹೃದಯದ ಮೇಲೆ ಮೂರು ದಾರಗಳನ್ನು ಹೊಂದಿರುವ ಪವಿತ್ರ ನೂಲನ್ನು ಧರಿಸಿದ್ದು, ಸದಾಚಾರಿಗಳನ್ನು ಸಮೃದ್ಧಿಯಿಂದ ಆಶೀರ್ವದಿಸುತ್ತಾರೆ."
"7","34","Chaturmukha Brahma gave Lord Vedavyasa the koustubha gem having the brilliance of a cluster of Suns to adorn his neck for having established (in the celestial assembly) Lord Narayana his dad, as the supreme, one without a second (neither equal nor superior to him) as a mark of his victory in the three Worlds.","Four-faced Brahma gave Lord Vedavyasa the kaustubha gem having the brilliance of a cluster of suns to decorate his neck for having established in the celestial assembly Lord Narayana his father as the supreme one without a second neither equal nor superior to him as a mark of his victory in the three worlds.","ನಾಲ್ಕು ಮುಖಗಳನ್ನು ಹೊಂದಿದ ಬ್ರಹ್ಮನು ಭಗವಂತ ವೇದವ್ಯಾಸರಿಗೆ ಸೂರ್ಯಗಳ ಗುಂಪಿನ ಪ್ರಕಾಶವನ್ನು ಹೊಂದಿರುವ ಕೌಸ್ತುಭ ರತ್ನವನ್ನು ಅವರ ಕುತ್ತಿಗೆಯನ್ನು ಅಲಂಕರಿಸಲು ನೀಡಿದನು, ಸ್ವರ್ಗೀಯ ಸಭೆಯಲ್ಲಿ ತನ್ನ ತಂದೆ ಭಗವಂತ ನಾರಾಯಣನನ್ನು ಅವರಿಗೆ ಎರಡನೆಯದಿಲ್ಲದ ಪರಮೋಚ್ಚನಾಗಿ ಸ್ಥಾಪಿಸಿದ್ದಕ್ಕಾಗಿ, ಅವರಿಗೆ ಸಮಾನರೂ ಅಥವಾ ಶ್ರೇಷ್ಠರೂ ಇಲ್ಲದಂತೆ, ಮೂರು ಲೋಕಗಳಲ್ಲಿ ಅವರ ವಿಜಯದ ಗುರುತಾಗಿ."
